,Timestamp,Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,Anxiety,Depression,Insomnia,OCD,Music effects
213,8/28/2022 21:47,21.0,Spotify,1.0,No,No,No,Pop,No,Yes,4.0,9.0,6.0,2.0,No effect
214,8/28/2022 21:48,19.0,Spotify,6.0,Yes,No,No,Rock,Yes,Yes,4.0,2.0,0.0,0.0,Improve
215,8/28/2022 21:48,37.0,Spotify,4.0,Yes,No,No,Rock,Yes,No,9.0,2.0,7.0,7.0,Improve
216,8/28/2022 21:52,31.0,Spotify,2.0,Yes,No,No,Metal,Yes,Yes,8.0,6.0,7.0,5.0,Improve
217,8/28/2022 21:54,29.0,Spotify,2.0,Yes,Yes,No,Folk,Yes,Yes,6.0,5.0,4.0,2.0,Improve
218,8/28/2022 21:55,20.0,Spotify,3.0,Yes,No,No,Rock,Yes,Yes,8.0,5.0,2.0,3.0,Improve
219,8/28/2022 21:55,36.0,I do not use a streaming service.,8.0,Yes,Yes,Yes,Video game music,No,Yes,7.0,6.0,6.0,1.0,No effect
220,8/28/2022 22:03,18.0,Spotify,3.0,Yes,Yes,No,Rock,Yes,No,10.0,2.0,0.0,0.0,Improve
221,8/28/2022 22:04,18.0,Spotify,2.0,Yes,No,No,K pop,Yes,Yes,6.0,0.0,0.0,0.0,Improve
222,8/28/2022 22:05,25.0,Spotify,7.0,Yes,No,No,Pop,No,Yes,2.0,0.0,1.0,0.0,Improve
224,8/28/2022 22:09,31.0,YouTube Music,9.0,Yes,No,No,Pop,Yes,Yes,9.0,0.0,2.0,0.0,Improve
225,8/28/2022 22:10,17.0,Spotify,2.0,Yes,No,No,Pop,Yes,Yes,5.0,4.0,1.0,1.0,Improve
226,8/28/2022 22:11,21.0,Spotify,1.0,Yes,No,No,Folk,No,Yes,8.0,4.0,0.0,1.0,Improve
227,8/28/2022 22:13,30.0,Other streaming service,1.0,No,No,No,Country,No,No,8.0,10.0,2.0,0.0,Improve
228,8/28/2022 22:14,40.0,Apple Music,2.0,Yes,No,No,Metal,Yes,Yes,3.0,6.0,2.0,1.0,No effect
229,8/28/2022 22:14,64.0,I do not use a streaming service.,4.0,Yes,No,No,Rock,No,No,4.0,4.0,2.0,1.0,Improve
230,8/28/2022 22:21,14.0,Spotify,2.0,Yes,Yes,No,Rock,Yes,Yes,7.0,5.0,2.0,6.0,Improve
231,8/28/2022 22:30,26.0,YouTube Music,6.0,Yes,No,No,Rock,Yes,No,3.0,2.0,0.0,0.0,No effect
232,8/28/2022 22:32,35.0,Spotify,4.0,Yes,Yes,Yes,Country,Yes,Yes,9.0,9.0,5.0,1.0,Improve
233,8/28/2022 22:38,33.0,Other streaming service,1.0,No,No,No,Rock,No,No,3.0,10.0,4.0,1.0,No effect
234,8/28/2022 22:39,30.0,Spotify,6.0,Yes,No,No,Folk,Yes,Yes,9.0,0.0,5.0,0.0,No effect
236,8/28/2022 22:49,27.0,Spotify,5.0,Yes,No,Yes,Folk,Yes,Yes,0.0,9.0,4.0,0.0,Improve
237,8/28/2022 22:51,53.0,I do not use a streaming service.,1.5,No,No,No,Pop,Yes,Yes,2.0,2.0,2.0,1.0,No effect
238,8/28/2022 22:51,23.0,Spotify,5.0,Yes,Yes,Yes,Metal,Yes,Yes,6.0,9.0,2.0,1.0,Improve
239,8/28/2022 22:53,25.0,Spotify,2.0,Yes,No,Yes,EDM,Yes,No,6.0,4.0,1.0,0.0,Improve
240,8/28/2022 22:58,16.0,Apple Music,4.0,Yes,Yes,No,K pop,Yes,Yes,8.0,9.0,4.0,0.0,Improve
241,8/28/2022 23:04,18.0,Spotify,2.0,Yes,Yes,Yes,Rock,Yes,No,6.0,7.0,4.0,3.0,Improve
242,8/28/2022 23:08,29.0,Spotify,5.0,Yes,Yes,Yes,Classical,Yes,Yes,7.0,2.0,2.0,0.0,Improve
243,8/28/2022 23:19,31.0,YouTube Music,6.0,Yes,No,No,EDM,Yes,Yes,8.0,6.0,5.0,6.0,No effect
244,8/28/2022 23:23,31.0,Spotify,1.0,No,No,No,Rock,No,Yes,3.0,10.0,0.0,0.0,Worsen
245,8/28/2022 23:23,38.0,Spotify,6.0,Yes,Yes,No,Pop,Yes,Yes,9.0,4.0,9.0,7.0,Improve
246,8/28/2022 23:23,17.0,Spotify,4.0,No,Yes,No,Classical,Yes,Yes,7.0,9.0,2.0,8.0,Worsen
247,8/28/2022 23:26,25.0,Apple Music,2.0,No,No,No,EDM,No,Yes,10.0,3.0,1.0,4.0,Improve
248,8/28/2022 23:34,20.0,Spotify,2.0,No,Yes,Yes,Metal,No,Yes,0.0,0.0,0.0,1.0,No effect
249,8/28/2022 23:34,15.0,Spotify,2.0,Yes,No,No,EDM,No,No,9.0,6.0,1.0,7.0,No effect
250,8/28/2022 23:40,16.0,Spotify,4.0,Yes,No,Yes,Lofi,Yes,No,7.0,1.0,3.0,5.0,Improve
251,8/28/2022 23:42,20.0,Spotify,2.0,Yes,Yes,No,EDM,No,Yes,9.0,7.0,5.0,7.0,Improve
252,8/28/2022 23:47,23.0,Other streaming service,6.0,Yes,No,No,Rap,Yes,Yes,3.0,1.0,2.0,7.0,Improve
253,8/28/2022 23:50,22.0,Spotify,3.0,Yes,No,No,Hip hop,Yes,Yes,6.0,6.0,8.0,0.0,Improve
254,8/28/2022 23:54,15.0,I do not use a streaming service.,5.0,Yes,No,No,Rock,Yes,Yes,10.0,6.0,0.0,4.0,Improve
255,8/28/2022 23:56,17.0,I do not use a streaming service.,0.5,Yes,Yes,No,Video game music,No,Yes,6.0,3.0,1.0,1.0,Improve
256,8/29/2022 0:03,22.0,YouTube Music,1.0,Yes,No,No,Video game music,Yes,Yes,3.0,3.0,0.0,7.0,No effect
257,8/29/2022 0:05,21.0,Spotify,10.0,Yes,No,No,Metal,Yes,Yes,9.0,10.0,2.0,2.0,No effect
258,8/29/2022 0:05,19.0,Spotify,2.0,Yes,No,No,Pop,No,Yes,7.0,5.0,0.0,2.0,No effect
259,8/29/2022 0:21,32.0,Apple Music,0.5,No,No,No,Classical,Yes,No,3.0,0.0,4.0,4.0,No effect
260,8/29/2022 0:32,34.0,YouTube Music,1.0,No,No,No,Rock,No,Yes,9.0,9.0,6.0,4.0,Improve
261,8/29/2022 0:33,18.0,I do not use a streaming service.,2.0,Yes,Yes,No,Metal,Yes,Yes,5.0,7.0,7.0,2.0,Improve
262,8/29/2022 0:33,21.0,Spotify,3.0,Yes,No,No,Country,Yes,No,0.0,8.0,0.0,5.0,Improve
263,8/29/2022 0:39,20.0,Spotify,3.0,No,No,No,Country,Yes,Yes,8.0,4.0,3.0,4.0,Improve
264,8/29/2022 0:39,19.0,Spotify,2.0,Yes,No,No,Country,Yes,No,7.0,2.0,0.0,7.0,No effect
265,8/29/2022 0:47,25.0,I do not use a streaming service.,1.0,No,No,No,Pop,No,Yes,9.0,9.0,6.0,9.0,No effect
266,8/29/2022 0:47,31.0,Spotify,8.0,Yes,Yes,No,Classical,Yes,Yes,5.0,7.0,5.0,4.0,Improve
267,8/29/2022 0:50,21.0,Spotify,1.0,Yes,Yes,No,Pop,Yes,Yes,5.0,1.0,0.0,0.0,Improve
268,8/29/2022 0:50,31.0,YouTube Music,1.0,No,No,Yes,Folk,Yes,Yes,4.0,1.0,3.0,0.0,Improve
269,8/29/2022 0:54,20.0,YouTube Music,1.0,No,No,No,Pop,Yes,No,3.0,5.0,3.0,0.0,Improve
270,8/29/2022 0:59,19.0,Spotify,5.0,Yes,Yes,No,Rock,Yes,No,2.0,2.0,0.0,6.0,Improve
271,8/29/2022 1:06,19.0,Other streaming service,5.0,Yes,No,No,EDM,Yes,Yes,0.0,1.0,3.0,5.0,Improve
272,8/29/2022 1:17,23.0,Spotify,4.0,Yes,No,No,Metal,Yes,Yes,7.0,8.0,6.0,2.0,Improve
273,8/29/2022 1:22,24.0,I do not use a streaming service.,8.0,Yes,No,Yes,Video game music,Yes,No,6.0,4.0,8.0,8.0,Improve
274,8/29/2022 1:26,20.0,Other streaming service,0.7,No,No,No,Rock,No,No,5.0,6.0,8.0,2.0,Improve
275,8/29/2022 1:34,15.0,Spotify,3.0,No,No,No,Video game music,No,No,6.0,6.0,2.0,6.0,No effect
276,8/29/2022 1:34,17.0,Spotify,7.0,Yes,No,No,Hip hop,No,Yes,8.0,9.0,3.0,4.0,Improve
277,8/29/2022 1:54,20.0,I do not use a streaming service.,1.5,No,Yes,Yes,Video game music,No,Yes,8.0,4.0,3.0,3.0,Worsen
278,8/29/2022 1:59,14.0,Spotify,4.0,Yes,Yes,Yes,Video game music,Yes,Yes,8.0,6.0,5.0,7.0,Improve
279,8/29/2022 2:03,24.0,Spotify,4.0,Yes,No,No,Metal,Yes,Yes,8.0,8.0,7.0,7.0,Improve
280,8/29/2022 2:06,14.0,Other streaming service,10.0,Yes,No,Yes,Video game music,No,No,5.0,2.0,5.0,0.0,Improve
281,8/29/2022 2:10,23.0,Spotify,2.0,Yes,Yes,Yes,Rock,Yes,No,6.0,8.0,4.0,2.0,No effect
282,8/29/2022 2:22,28.0,Apple Music,2.0,Yes,No,No,Rock,No,No,7.0,5.0,2.0,1.0,No effect
283,8/29/2022 2:25,22.0,Spotify,6.0,Yes,No,No,Jazz,Yes,Yes,8.0,8.0,7.0,1.0,Improve
284,8/29/2022 2:28,25.0,Spotify,0.5,Yes,Yes,No,Rock,Yes,Yes,10.0,2.0,0.0,0.0,Improve
285,8/29/2022 2:29,27.0,Spotify,2.0,Yes,Yes,Yes,Pop,Yes,Yes,8.0,7.0,7.0,5.0,Improve
286,8/29/2022 2:30,18.0,Spotify,5.0,Yes,No,No,Rock,Yes,Yes,8.0,8.0,8.0,6.0,Improve
287,8/29/2022 2:30,17.0,Apple Music,3.0,Yes,Yes,Yes,Pop,Yes,No,8.0,10.0,9.0,2.0,Improve
288,8/29/2022 2:40,23.0,Other streaming service,4.5,Yes,No,No,Rock,No,Yes,6.0,1.0,8.0,4.0,No effect
289,8/29/2022 2:43,40.0,Other streaming service,3.0,Yes,No,No,Rock,Yes,Yes,0.0,4.0,4.0,0.0,Improve
290,8/29/2022 2:46,27.0,Spotify,20.0,Yes,No,No,Rock,Yes,Yes,8.0,10.0,10.0,8.0,No effect
291,8/29/2022 2:46,18.0,Spotify,1.0,No,No,No,Pop,Yes,No,3.0,2.0,0.0,1.0,No effect
292,8/29/2022 2:49,16.0,Spotify,2.5,No,Yes,Yes,Metal,Yes,No,5.0,3.0,3.0,1.0,Improve
293,8/29/2022 2:54,18.0,Spotify,1.0,No,No,No,Rock,Yes,Yes,8.0,9.0,6.0,1.0,Improve
294,8/29/2022 3:01,23.0,Spotify,2.0,No,Yes,No,Jazz,No,Yes,10.0,3.0,0.0,10.0,No effect
295,8/29/2022 3:09,15.0,I do not use a streaming service.,5.0,Yes,Yes,No,Metal,Yes,No,6.0,7.0,8.0,2.0,Improve
296,8/29/2022 3:13,20.0,Apple Music,3.0,Yes,Yes,No,Metal,Yes,No,7.0,4.0,7.0,0.0,Improve
297,8/29/2022 3:14,16.0,Spotify,3.0,Yes,Yes,No,Rock,Yes,No,9.0,8.0,6.0,2.0,Improve
298,8/29/2022 3:17,16.0,Spotify,0.5,No,No,No,Rock,No,Yes,8.0,0.0,0.0,0.0,Improve
299,8/29/2022 3:21,20.0,Apple Music,8.0,Yes,Yes,Yes,Country,Yes,No,8.0,9.0,2.0,5.0,No effect
300,8/29/2022 3:29,33.0,Spotify,2.0,Yes,No,No,Metal,Yes,Yes,7.0,2.0,3.0,0.0,Improve
301,8/29/2022 3:32,22.0,Spotify,3.0,Yes,Yes,Yes,Rock,Yes,Yes,10.0,10.0,4.0,0.0,Improve
302,8/29/2022 3:44,21.0,Spotify,3.0,Yes,No,No,Hip hop,Yes,Yes,8.0,8.0,3.0,3.0,Improve
303,8/29/2022 3:46,21.0,Apple Music,5.0,Yes,Yes,No,Metal,Yes,Yes,8.0,7.0,7.0,4.0,Improve
304,8/29/2022 3:47,29.0,Apple Music,1.5,Yes,No,Yes,Rock,Yes,Yes,8.0,7.0,1.0,2.0,Improve
305,8/29/2022 3:49,56.0,I do not use a streaming service.,1.0,Yes,No,No,Pop,No,No,6.0,5.0,10.0,2.0,No effect
306,8/29/2022 4:02,17.0,Spotify,2.0,Yes,Yes,No,Pop,Yes,No,7.0,6.0,0.0,4.0,Improve
307,8/29/2022 4:02,22.0,Spotify,1.0,Yes,No,No,Pop,No,No,7.0,4.0,0.0,0.0,Improve
308,8/29/2022 4:10,26.0,Spotify,4.0,Yes,No,No,Pop,Yes,Yes,8.0,7.0,2.0,10.0,No effect
309,8/29/2022 4:17,30.0,Spotify,1.0,Yes,No,No,EDM,Yes,Yes,4.0,4.0,4.0,0.0,Improve
310,8/29/2022 4:36,49.0,Spotify,2.0,Yes,No,No,Folk,Yes,No,0.0,0.0,2.0,0.0,No effect
311,8/29/2022 4:37,22.0,Spotify,2.0,Yes,Yes,Yes,EDM,Yes,Yes,6.0,4.0,0.0,1.0,Improve
312,8/29/2022 4:41,32.0,Spotify,2.0,No,No,No,Rock,Yes,No,4.0,7.0,0.0,0.0,Improve
313,8/29/2022 4:42,32.0,I do not use a streaming service.,1.0,No,No,No,Rock,No,No,8.0,4.0,3.0,0.0,No effect
314,8/29/2022 4:51,22.0,YouTube Music,6.0,Yes,No,No,Country,Yes,No,5.0,5.0,3.0,3.0,Improve
315,8/29/2022 4:53,17.0,Spotify,2.0,Yes,No,No,Rock,Yes,Yes,0.0,8.0,0.0,0.0,Improve
316,8/29/2022 4:57,21.0,Spotify,4.0,Yes,Yes,No,Rock,Yes,No,7.0,4.0,6.0,1.0,Improve
317,8/29/2022 5:06,17.0,Spotify,1.5,Yes,No,No,Rock,Yes,Yes,8.0,7.0,7.0,3.0,No effect
318,8/29/2022 5:08,25.0,Spotify,3.0,Yes,No,No,Metal,No,No,9.0,8.0,6.0,2.0,Improve
319,8/29/2022 5:14,15.0,Spotify,4.0,Yes,No,Yes,Rock,Yes,No,8.0,6.0,4.0,0.0,Improve
320,8/29/2022 5:20,13.0,Spotify,10.0,Yes,No,No,Rap,Yes,No,7.0,2.0,0.0,8.0,Improve
321,8/29/2022 5:22,38.0,Spotify,3.0,Yes,No,No,Rock,No,Yes,6.0,7.0,7.0,7.0,No effect
322,8/29/2022 5:35,23.0,Apple Music,3.0,No,No,No,Rock,Yes,No,7.0,6.0,4.0,2.0,Improve
323,8/29/2022 5:37,17.0,Spotify,3.0,Yes,No,No,Pop,Yes,Yes,1.0,1.0,1.0,0.0,Improve
324,8/29/2022 5:41,59.0,YouTube Music,2.0,Yes,No,No,Pop,Yes,No,1.0,1.0,3.0,0.0,Improve
325,8/29/2022 5:45,22.0,Spotify,2.0,Yes,Yes,Yes,Pop,Yes,No,2.0,7.0,1.0,2.0,Improve
326,8/29/2022 5:50,17.0,Apple Music,3.0,Yes,No,No,Pop,Yes,Yes,6.0,2.0,3.0,1.0,No effect
327,8/29/2022 6:00,27.0,Spotify,2.0,No,No,No,Pop,No,No,7.0,7.0,3.0,2.0,No effect
328,8/29/2022 6:13,23.0,Spotify,5.0,Yes,Yes,No,Video game music,No,No,8.0,7.0,0.0,3.0,No effect
329,8/29/2022 6:31,15.0,Spotify,6.0,Yes,No,No,Rock,No,No,8.0,3.0,5.0,2.0,Improve
330,8/29/2022 6:44,22.0,Spotify,3.0,Yes,Yes,Yes,EDM,Yes,No,5.0,4.0,2.0,0.0,Improve
331,8/29/2022 6:58,23.0,Spotify,5.0,Yes,No,No,Lofi,Yes,Yes,7.0,10.0,10.0,1.0,Improve
332,8/29/2022 7:11,19.0,Spotify,5.0,Yes,No,No,Country,Yes,Yes,7.0,6.0,8.0,4.0,Improve
333,8/29/2022 7:17,32.0,Spotify,6.0,Yes,No,No,Rock,No,No,8.0,7.0,0.0,9.0,Improve
334,8/29/2022 7:48,40.0,Spotify,6.0,Yes,No,No,Rock,Yes,Yes,10.0,7.0,3.0,3.0,No effect
335,8/29/2022 7:52,21.0,Spotify,3.0,Yes,No,No,Country,Yes,No,6.0,5.0,5.0,3.0,Improve
336,8/29/2022 7:53,21.0,Spotify,10.0,Yes,No,No,Rock,Yes,Yes,8.0,7.0,6.0,8.0,No effect
337,8/29/2022 8:23,23.0,Spotify,2.0,Yes,No,No,Video game music,Yes,Yes,10.0,7.0,7.0,3.0,Worsen
339,8/29/2022 8:37,35.0,Spotify,3.0,No,Yes,No,Folk,Yes,No,8.0,2.0,2.0,8.0,No effect
340,8/29/2022 8:38,18.0,Spotify,1.5,No,No,No,Hip hop,No,No,3.0,7.0,4.0,0.0,Improve
341,8/29/2022 8:39,21.0,I do not use a streaming service.,10.0,Yes,No,No,Pop,Yes,No,9.0,7.0,5.0,5.0,Improve
342,8/29/2022 8:47,22.0,I do not use a streaming service.,2.0,Yes,No,No,Video game music,No,Yes,5.0,3.0,0.0,0.0,Improve
343,8/29/2022 9:01,23.0,Spotify,3.0,Yes,Yes,Yes,Rock,Yes,Yes,10.0,7.0,0.0,10.0,Improve
344,8/29/2022 9:07,13.0,Spotify,2.5,Yes,No,No,Folk,No,No,8.0,0.0,0.0,3.0,Improve
345,8/29/2022 9:13,19.0,Spotify,3.0,Yes,No,No,K pop,Yes,Yes,6.0,0.0,3.0,0.0,Improve
346,8/29/2022 9:26,33.0,YouTube Music,0.5,Yes,Yes,No,Rock,No,No,7.0,9.0,4.0,6.0,Improve
347,8/29/2022 9:42,18.0,Spotify,16.0,Yes,No,Yes,Jazz,Yes,Yes,3.0,2.0,5.0,6.0,Improve
348,8/29/2022 9:43,17.0,YouTube Music,6.0,Yes,Yes,No,Classical,Yes,Yes,4.0,2.0,0.0,0.0,Improve
349,8/29/2022 9:47,16.0,Spotify,3.0,Yes,No,No,EDM,Yes,Yes,4.0,2.0,0.0,0.0,Improve
350,8/29/2022 9:47,18.0,YouTube Music,0.5,No,No,No,Rock,Yes,No,5.0,3.0,1.0,0.0,No effect
351,8/29/2022 9:52,19.0,Spotify,5.0,Yes,No,No,K pop,Yes,Yes,4.0,2.0,2.0,1.0,Improve
352,8/29/2022 9:56,15.0,YouTube Music,2.0,No,Yes,No,Rap,Yes,Yes,4.0,0.0,6.0,5.0,No effect
353,8/29/2022 10:23,17.0,Spotify,2.0,Yes,No,No,Pop,Yes,Yes,7.0,6.0,3.0,1.0,Improve
354,8/29/2022 10:23,25.0,Spotify,2.0,Yes,No,No,Lofi,Yes,Yes,7.0,8.0,6.0,2.0,Improve
355,8/29/2022 10:25,24.0,Other streaming service,1.5,Yes,No,No,Video game music,No,Yes,3.0,4.0,1.0,1.0,Improve
356,8/29/2022 10:41,23.0,Spotify,1.0,Yes,Yes,No,Jazz,Yes,No,9.0,7.0,2.0,1.0,Improve
357,8/29/2022 10:44,16.0,Spotify,10.0,Yes,Yes,No,EDM,Yes,Yes,10.0,9.0,3.0,2.0,Improve
358,8/29/2022 10:45,25.0,YouTube Music,2.0,Yes,No,No,Metal,Yes,Yes,9.0,9.0,7.0,3.0,Improve
359,8/29/2022 11:02,16.0,Spotify,15.0,Yes,Yes,Yes,EDM,Yes,No,8.0,10.0,9.0,2.0,Improve
360,8/29/2022 11:04,20.0,I do not use a streaming service.,0.5,No,No,No,Metal,Yes,Yes,8.0,9.0,6.0,4.0,Improve
361,8/29/2022 11:16,17.0,Spotify,3.0,Yes,No,No,Metal,Yes,No,5.0,6.0,9.0,9.0,Improve
362,8/29/2022 11:41,29.0,I do not use a streaming service.,2.0,Yes,No,No,Metal,Yes,No,9.0,3.0,7.0,2.0,Improve
363,8/29/2022 11:56,20.0,Spotify,4.0,Yes,No,No,Hip hop,Yes,No,3.0,2.0,1.0,6.0,Improve
364,8/29/2022 12:25,16.0,Spotify,2.0,Yes,No,No,Folk,Yes,No,7.0,7.0,4.0,0.0,Improve
365,8/29/2022 12:30,21.0,Spotify,1.0,Yes,No,No,Rock,Yes,No,7.0,9.0,1.0,2.0,Improve
366,8/29/2022 12:32,16.0,Spotify,24.0,Yes,No,No,Rock,Yes,Yes,5.0,1.0,9.0,1.0,Improve
367,8/29/2022 13:09,43.0,Spotify,1.0,Yes,No,No,Pop,Yes,No,3.0,3.0,0.0,0.0,Improve
368,8/29/2022 14:13,32.0,Pandora,2.0,Yes,Yes,No,Classical,Yes,No,8.0,7.0,5.0,4.0,Improve
369,8/29/2022 14:25,10.0,YouTube Music,2.0,Yes,Yes,No,Pop,Yes,Yes,8.0,2.0,1.0,1.0,Improve
370,8/29/2022 14:49,27.0,Spotify,3.0,Yes,No,No,Metal,Yes,Yes,4.0,0.0,0.0,0.0,Improve
371,8/29/2022 14:53,24.0,Spotify,3.0,Yes,Yes,No,Classical,No,Yes,9.0,6.0,1.0,1.0,Improve
372,8/29/2022 15:05,18.0,Spotify,2.0,Yes,No,No,Hip hop,Yes,Yes,10.0,7.0,2.0,0.0,Improve
373,8/29/2022 15:18,17.0,Apple Music,7.0,Yes,No,No,Rock,No,No,8.0,7.0,7.0,4.0,Improve
374,8/29/2022 15:20,19.0,Spotify,6.0,Yes,No,No,Metal,Yes,No,1.0,0.0,0.0,0.0,Improve
375,8/29/2022 16:05,16.0,YouTube Music,3.0,Yes,No,No,Rock,Yes,Yes,5.0,7.0,1.0,4.0,Improve
376,8/29/2022 16:07,64.0,Other streaming service,5.0,Yes,No,Yes,Rock,Yes,No,7.0,6.0,9.0,2.0,Improve
377,8/29/2022 16:28,33.0,Apple Music,4.0,Yes,Yes,Yes,Lofi,Yes,Yes,8.0,8.0,2.0,2.0,Improve
378,8/29/2022 16:39,32.0,I do not use a streaming service.,3.0,Yes,Yes,No,Rock,No,Yes,2.0,2.0,8.0,0.0,No effect
379,8/29/2022 17:04,15.0,Pandora,2.0,Yes,Yes,No,Pop,Yes,No,6.0,0.0,0.0,2.0,Improve
380,8/29/2022 17:22,27.0,YouTube Music,3.0,Yes,No,No,Metal,Yes,Yes,2.0,0.0,1.0,0.0,Improve
381,8/29/2022 17:32,20.0,I do not use a streaming service.,2.0,Yes,No,No,Rock,Yes,No,6.0,2.0,6.0,7.0,No effect
382,8/29/2022 17:36,23.0,I do not use a streaming service.,2.0,Yes,No,No,Pop,Yes,Yes,6.0,1.0,0.0,5.0,Improve
383,8/29/2022 17:52,19.0,Apple Music,3.0,No,Yes,No,Classical,Yes,No,7.0,6.0,4.0,0.0,Improve
384,8/29/2022 17:58,12.0,YouTube Music,2.0,Yes,Yes,Yes,Classical,No,No,0.0,0.0,3.0,0.0,Improve
385,8/29/2022 18:00,16.0,Other streaming service,3.0,Yes,Yes,Yes,Classical,No,No,9.0,7.0,10.0,6.0,No effect
386,8/29/2022 18:09,17.0,Other streaming service,0.0,No,No,No,Video game music,No,Yes,10.0,0.0,0.0,0.0,No effect
387,8/29/2022 18:13,14.0,Spotify,1.0,Yes,Yes,No,Pop,Yes,No,6.0,6.0,3.0,0.0,Improve
388,8/29/2022 18:22,32.0,Spotify,2.0,Yes,No,No,Metal,Yes,No,4.0,3.0,1.0,6.0,Improve
389,8/29/2022 18:47,20.0,Spotify,2.0,Yes,Yes,No,Pop,No,Yes,6.0,2.0,2.0,1.0,No effect
390,8/29/2022 18:56,54.0,I do not use a streaming service.,6.0,Yes,No,No,Classical,No,No,2.0,2.0,3.0,2.0,Improve
391,8/29/2022 18:57,18.0,Spotify,5.0,Yes,No,No,K pop,Yes,Yes,7.0,4.0,5.0,6.0,Improve
392,8/29/2022 19:07,14.0,Spotify,2.0,Yes,Yes,No,Classical,Yes,No,7.0,5.0,3.0,2.0,Improve
393,8/29/2022 19:08,13.0,Other streaming service,4.0,Yes,Yes,Yes,Classical,Yes,No,8.0,5.0,10.0,3.0,Improve
394,8/29/2022 19:44,19.0,Apple Music,8.0,Yes,No,Yes,Country,Yes,No,7.0,5.0,6.0,5.0,Improve
395,8/29/2022 20:03,14.0,Spotify,4.0,Yes,Yes,No,Classical,Yes,No,6.0,8.0,8.0,2.0,Improve
397,8/29/2022 20:04,18.0,Apple Music,2.0,Yes,Yes,No,Rap,Yes,Yes,3.0,2.0,0.0,2.0,Improve
398,8/29/2022 20:12,15.0,Spotify,5.0,Yes,No,No,Folk,Yes,Yes,6.0,7.0,7.0,4.0,Improve
399,8/29/2022 20:18,24.0,YouTube Music,6.0,Yes,Yes,No,Classical,No,No,6.0,7.0,2.0,0.0,No effect
400,8/29/2022 20:22,17.0,Apple Music,2.0,Yes,No,No,Pop,No,Yes,9.0,8.0,4.0,8.0,Improve
401,8/29/2022 20:47,44.0,Spotify,2.0,No,No,No,Rock,Yes,No,7.0,7.0,2.0,1.0,Improve
402,8/29/2022 21:21,23.0,Spotify,1.0,No,Yes,No,Rock,Yes,No,1.0,0.0,1.0,0.0,Improve
403,8/29/2022 21:24,21.0,Apple Music,1.0,No,No,No,Rap,No,No,4.0,3.0,4.0,5.0,Improve
404,8/29/2022 22:00,57.0,Other streaming service,2.0,No,No,No,R&B,Yes,No,2.0,0.0,0.0,0.0,Improve
405,8/29/2022 22:04,23.0,Spotify,2.0,Yes,Yes,No,Rock,Yes,Yes,0.0,5.0,7.0,0.0,No effect
406,8/29/2022 22:52,18.0,Spotify,1.0,Yes,Yes,No,Pop,No,Yes,8.0,7.0,7.0,0.0,Improve
407,8/29/2022 23:20,26.0,Spotify,14.0,Yes,No,No,Hip hop,Yes,Yes,5.0,10.0,8.0,0.0,No effect
409,8/30/2022 0:00,15.0,Spotify,3.0,Yes,Yes,Yes,Classical,Yes,No,9.0,6.0,8.0,5.0,Improve
410,8/30/2022 0:14,57.0,YouTube Music,2.0,Yes,Yes,Yes,Rock,Yes,No,2.0,2.0,7.0,0.0,No effect
411,8/30/2022 1:01,12.0,Spotify,0.5,Yes,Yes,Yes,Classical,Yes,Yes,7.0,8.0,6.0,2.0,Improve
412,8/30/2022 5:16,26.0,Spotify,6.0,Yes,No,No,EDM,No,Yes,10.0,10.0,8.0,2.0,No effect
413,8/30/2022 6:05,17.0,Spotify,1.0,Yes,Yes,No,Country,No,No,8.0,5.0,2.0,3.0,Improve
414,8/30/2022 6:10,17.0,Spotify,2.0,Yes,Yes,No,Classical,Yes,Yes,7.0,8.0,2.0,5.0,Improve
415,8/30/2022 8:00,69.0,Pandora,4.0,Yes,Yes,Yes,Classical,Yes,Yes,1.0,1.0,2.0,0.0,Improve
416,8/30/2022 9:35,17.0,Spotify,3.0,Yes,Yes,Yes,R&B,Yes,Yes,9.0,10.0,10.0,3.0,No effect
417,8/30/2022 10:10,32.0,Spotify,12.0,Yes,Yes,Yes,Jazz,Yes,Yes,9.0,4.0,4.0,4.0,Improve
418,8/30/2022 11:05,22.0,YouTube Music,3.0,No,Yes,No,Classical,Yes,No,8.0,2.0,4.0,0.0,No effect
419,8/30/2022 11:12,38.0,Spotify,1.0,No,No,No,Metal,Yes,Yes,1.0,1.0,5.0,1.0,Improve
420,8/30/2022 12:03,18.0,YouTube Music,10.0,Yes,No,No,EDM,Yes,No,10.0,9.0,9.0,8.0,Improve
421,8/30/2022 13:07,14.0,Spotify,5.0,Yes,Yes,No,Classical,Yes,Yes,3.0,0.0,2.0,3.0,Improve
422,8/30/2022 14:25,14.0,Other streaming service,0.5,Yes,Yes,No,Video game music,Yes,Yes,4.0,0.0,4.0,0.0,Improve
423,8/30/2022 14:43,19.0,Spotify,5.0,Yes,Yes,Yes,Metal,Yes,Yes,2.0,3.0,5.0,2.0,Improve
424,8/30/2022 16:04,20.0,YouTube Music,3.0,Yes,Yes,Yes,Classical,Yes,No,2.0,3.0,3.0,0.0,Improve
425,8/30/2022 16:43,18.0,Spotify,2.0,No,No,No,Rock,Yes,No,8.0,4.0,3.0,0.0,Improve
